Species,Official gene symbol,Product type,Product description,UI
Mus musculus,BPIFB4,protein-coding gene,BPI fold containing family B member 4,0
Mus musculus,BPIFB6,protein-coding gene,BPI fold containing family B member 6,0
Mus musculus,GNRHR,protein-coding gene,gonadotropin releasing hormone receptor,0
Mus musculus,RP24-152F23.5,,,0
Mus musculus,SERPINA3A,protein coding gene,"serine (or cysteine) peptidase inhibitor, clade A, member 3A",0
Mus musculus,AFF2,protein-coding gene,AF4/FMR2 family member 2,0
Mus musculus,RP23-239I17.3,,,0
Mus musculus,AICDA,protein-coding gene,activation induced cytidine deaminase,0
Mus musculus,HSPE1-PS3,,,0
Mus musculus,NEIL1,protein-coding gene,nei like DNA glycosylase 1,0
Mus musculus,RP24-92D20.6,,,0
Mus musculus,RPL34-PS2,,,0
Mus musculus,AC130474.1,,,0
Mus musculus,C5AR2,protein-coding gene,complement component 5a receptor 2,0
Mus musculus,DENND1C,protein-coding gene,DENN domain containing 1C,0
Mus musculus,GM27676,unclassified non-coding RNA ge,"predicted gene, 27676",0
Mus musculus,RP23-116E3.2,,,0
Mus musculus,RP23-172P1.2,,,0
Mus musculus,RP23-241N10.2,,,0
Mus musculus,RP23-264H19.2,,,0
Mus musculus,RP23-319G15.1,,,0
Mus musculus,RP23-366I10.5,,,0
Mus musculus,RP23-370G17.4,,,0
Mus musculus,RP23-56B11.6,,,0
Mus musculus,RP23-81F19.2,,,0
Mus musculus,RP24-210F23.6,,,0
Mus musculus,RP24-213G21.1,,,0
Mus musculus,RP24-224I13.6,,,0
Mus musculus,RP24-267N15.2,,,0
Mus musculus,RP24-326O2.1,,,0
Mus musculus,RP24-344N22.4,,,0
Mus musculus,RP24-483K3.7,,,0
Mus musculus,RP24-88J19.3,,,0
Mus musculus,TLR4,protein-coding gene,toll like receptor 4,0
Mus musculus,TRIM65,protein-coding gene,tripartite motif containing 65,0
Mus musculus,ZFP715,protein coding gene,zinc finger protein 715,0
Mus musculus,HIST1H2BB,protein-coding gene,histone cluster 1 H2B family member b,0
Mus musculus,RP23-109A22.2,,,0
Mus musculus,RP23-134H19.4,,,0
Mus musculus,RP23-354D10.5,,,0
Mus musculus,RP23-402F24.6,,,0
Mus musculus,NMS,protein-coding gene,neuromedin S,0
Mus musculus,RP24-138L8.7,,,0
Mus musculus,ZP3,protein-coding gene,zona pellucida glycoprotein 3,0
Mus musculus,IGHV3-6,pseudogene,immunoglobulin heavy variable 3-6 (pseudogene),0
Mus musculus,IGHV6-6,,immunoglobulin heavy variable 6-6,0
Mus musculus,IGKV10-94,,immunoglobulin kappa variable 10-94,0
Mus musculus,IGKV12-98,,immunoglobulin kappa variable 12-98,0
Mus musculus,IGKV14-100,,immunoglobulin kappa chain variable 14-100,0
Mus musculus,IGKV14-126,,,0
Mus musculus,IGKV15-103,,immunoglobulin kappa chain variable 15-103,0
Mus musculus,IGKV16-104,,immunoglobulin kappa variable 16-104,0
Mus musculus,IGKV17-121,,immunoglobulin kappa variable 17-121,0
Mus musculus,IGKV17-127,,immunoglobulin kappa variable 17-127,0
Mus musculus,IGKV1-88,,immunoglobulin kappa chain variable 1-88,0
Mus musculus,IGKV2-109,,immunoglobulin kappa variable 2-109,0
Mus musculus,IGKV3-12,,immunoglobulin kappa variable 3-12,0
Mus musculus,IGKV3-9,,immunoglobulin kappa variable 3-9,0
Mus musculus,IGKV4-57,,immunoglobulin kappa variable 4-57,0
Mus musculus,IGKV8-19,,immunoglobulin kappa variable 8-19,0
Mus musculus,IGKV8-21,,immunoglobulin kappa variable 8-21,0
Mus musculus,IGKV9-124,,immunoglobulin kappa chain variable 9-124,0
Mus musculus,IRF4,protein-coding gene,interferon regulatory factor 4,0
Mus musculus,RP23-343F17.3,,,0
Mus musculus,RP23-98E22.2,,,0
Mus musculus,AC121566.1,,,0
Mus musculus,ADRA1A,protein-coding gene,adrenoceptor alpha 1A,0
Mus musculus,DEFB9,protein coding gene,defensin beta 9,0
Mus musculus,FUT10,protein-coding gene,fucosyltransferase 10,0
Mus musculus,GM17571,protein coding gene,"predicted gene, 17571",0
Mus musculus,GM22714,ribozyme gene,"predicted gene, 22714",0
Mus musculus,GPR12,protein-coding gene,G protein-coupled receptor 12,0
Mus musculus,OTX2OS1,lincRNA gene,orthodenticle homeobox 2 opposite strand 1,0
Mus musculus,PRR32,protein-coding gene,proline rich 32,0
Mus musculus,RP23-114N13.4,,,0
Mus musculus,RP23-137N6.2,,,0
Mus musculus,RP23-211E12.6,,,0
Mus musculus,RP23-223I5.1,,,0
Mus musculus,RP23-434K11.1,,,0
Mus musculus,RP23-443L2.4,,,0
Mus musculus,RP23-71L21.6,,,0
Mus musculus,RP24-252G15.5,,,0
Mus musculus,RP24-393F8.2,,,0
Mus musculus,RP24-481I21.2,,,0
Mus musculus,RP24-499C1.4,,,0
Mus musculus,RP24-568N16.1,,,0
Mus musculus,RPS23-PS2,,,0
Mus musculus,RWDD3,protein-coding gene,RWD domain containing 3,0
Mus musculus,S100A3,protein-coding gene,S100 calcium binding protein A3,0
Mus musculus,SH3RF3,protein-coding gene,SH3 domain containing ring finger 3,0
Mus musculus,WFIKKN2,protein-coding gene,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2",0
Mus musculus,RP23-359B23.7,,,0
Mus musculus,RP23-381C14.2,,,0
Mus musculus,ANKRD65,protein-coding gene,ankyrin repeat domain 65,0
Mus musculus,CCDC154,protein-coding gene,coiled-coil domain containing 154,0
Mus musculus,DCDC2B,protein-coding gene,doublecortin domain containing 2B,0
Mus musculus,GM24303,miRNA gene,"predicted gene, 24303",0
Mus musculus,GM25952,miRNA gene,"predicted gene, 25952",0
Mus musculus,HGF,protein-coding gene,hepatocyte growth factor,0
Mus musculus,KCNRG,protein-coding gene,potassium channel regulator,0
Mus musculus,LDLRAD1,protein-coding gene,low density lipoprotein receptor class A domain containing 1,0
Mus musculus,NHLRC4,protein-coding gene,NHL repeat containing 4,0
Mus musculus,NRDE2,protein-coding gene,"NRDE-2, necessary for RNA interference, domain containing",0
Mus musculus,RP23-186D6.3,,,0
Mus musculus,RP23-18M1.5,,,0
Mus musculus,RP23-277M5.2,,,0
Mus musculus,RP23-445E16.1,,,0
Mus musculus,RP23-62I23.3,,,0
Mus musculus,RP24-280K5.4,,,0
Mus musculus,RP24-530O2.1,,,0
Mus musculus,RP24-91A16.4,,,0
Mus musculus,UBXN10,protein-coding gene,UBX domain protein 10,0
Mus musculus,UCKL1OS,antisense lncRNA gene,"uridine-cytidine kinase 1-like 1, opposite strand",0
Mus musculus,UPK3B,protein-coding gene,uroplakin 3B,0
Mus musculus,CYP4A12A,protein coding gene,"cytochrome P450, family 4, subfamily a, polypeptide 12a",0
Mus musculus,HSD3B5,protein coding gene,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5",0
Mus musculus,MUP-PS19,,,0
Mus musculus,RP23-235J15.12,,,0
Mus musculus,SERPINA4-PS1,,,0
Mus musculus,FERD3L,protein-coding gene,Fer3 like bHLH transcription factor,0
Mus musculus,GANC,protein-coding gene,"glucosidase alpha, neutral C",0
Mus musculus,RP23-1O16.3,,,0
Mus musculus,SSPO,protein-coding gene,SCO-spondin,0
Mus musculus,ZFP862-PS,,,0
Mus musculus,AC110234.4,,,0
Mus musculus,AC127225.2,,,0
Mus musculus,AC130827.5,,,0
Mus musculus,BTG1-PS2,,,0
Mus musculus,GINS3,protein-coding gene,GINS complex subunit 3,0
Mus musculus,RP23-104H13.4,,,0
Mus musculus,RP23-129J22.2,,,0
Mus musculus,RP23-168E14.10,,,0
Mus musculus,RP23-189P23.1,,,0
Mus musculus,RP23-204N19.5,,,0
Mus musculus,RP23-207F4.2,,,0
Mus musculus,RP23-210I20.4,,,0
Mus musculus,RP23-214P11.2,,,0
Mus musculus,RP23-322G9.3,,,0
Mus musculus,RP23-380M21.1,,,0
Mus musculus,RP23-38F20.2,,,0
Mus musculus,RP23-423B1.1,,,0
Mus musculus,RP23-71K8.5,,,0
Mus musculus,RP23-92B18.6,,,0
Mus musculus,RP24-215A14.6,,,0
Mus musculus,RP24-265I13.2,,,0
Mus musculus,RP24-369P14.2,,,0
Mus musculus,RP24-390D14.3,,,0
Mus musculus,RP24-512K19.1,,,0
Mus musculus,AC124698.6,,,0
Mus musculus,GM26857,lincRNA gene,"predicted gene, 26857",0
Mus musculus,FSHB,protein-coding gene,follicle stimulating hormone subunit beta,0
Mus musculus,GHRHR,protein-coding gene,growth hormone releasing hormone receptor,0
Mus musculus,HIST1H2BE,protein-coding gene,histone cluster 1 H2B family member e,0
Mus musculus,HIST1H3D,protein-coding gene,histone cluster 1 H3 family member d,0
Mus musculus,OACYL,protein coding gene,O-acyltransferase like,0
Mus musculus,PABPC1L,protein-coding gene,poly(A) binding protein cytoplasmic 1 like,0
Mus musculus,TMEM52,protein-coding gene,transmembrane protein 52,0
Mus musculus,ANO2,protein-coding gene,anoctamin 2,0
Mus musculus,ASTN2,protein-coding gene,astrotactin 2,0
Mus musculus,CCBE1,protein-coding gene,collagen and calcium binding EGF domains 1,0
Mus musculus,CYSLTR2,protein-coding gene,cysteinyl leukotriene receptor 2,0
Mus musculus,GALR1,protein-coding gene,galanin receptor 1,0
Mus musculus,GPR149,protein-coding gene,G protein-coupled receptor 149,0
Mus musculus,HIST4H4,protein-coding gene,histone cluster 4 H4,0
Mus musculus,NMU,protein-coding gene,neuromedin U,0
Mus musculus,RASGEF1C,protein-coding gene,RasGEF domain family member 1C,0
Mus musculus,RP23-255N20.2,,,0
Mus musculus,RP23-407B23.1,,,0
Mus musculus,RP23-477A19.5,,,0
Mus musculus,RP24-229C13.3,,,0
Mus musculus,RP24-66C10.4,,,0
Mus musculus,RP24-95M11.1,,,0
Mus musculus,SCN5A,protein-coding gene,sodium voltage-gated channel alpha subunit 5,0
Mus musculus,SYT15,protein-coding gene,synaptotagmin 15,0
Mus musculus,TMPRSS5,protein-coding gene,transmembrane serine protease 5,0
Mus musculus,WI1-1981I9.2,,,0
Mus musculus,GHRH,protein-coding gene,growth hormone releasing hormone,0
Mus musculus,SLC6A3,protein-coding gene,solute carrier family 6 member 3,0
Mus musculus,ANG2,protein coding gene,"angiogenin, ribonuclease A family, member 2",0
Mus musculus,DEFA-PS7,,,0
Mus musculus,SLC23A3,protein-coding gene,solute carrier family 23 member 3,0
Mus musculus,ALMS1,protein-coding gene,"ALMS1, centrosome and basal body associated protein",0
Mus musculus,RP23-114F4.2,,,0
Mus musculus,RP23-88A13.3,,,0
Mus musculus,RP23-331P14.1,,,0
Mus musculus,AC123647.1,,,0
Mus musculus,HIF3A,protein-coding gene,hypoxia inducible factor 3 subunit alpha,0
Mus musculus,RP23-3J8.1,,,0
Mus musculus,SHROOM4,protein-coding gene,shroom family member 4,0
Mus musculus,DRD2,protein-coding gene,dopamine receptor D2,0
Mus musculus,GZMM,protein-coding gene,granzyme M,0
Mus musculus,RP23-160O12.1,,,0
Mus musculus,OIT3,protein-coding gene,oncoprotein induced transcript 3,0
Mus musculus,RP23-440C1.3,,,0
Mus musculus,RP24-416M6.5,,,0
Mus musculus,CER1,protein-coding gene,"cerberus 1, DAN family BMP antagonist",0
Mus musculus,CYM,protein coding gene,chymosin,0
Mus musculus,MBOAT4,protein-coding gene,membrane bound O-acyltransferase domain containing 4,0
Mus musculus,FIGNL2,protein-coding gene,fidgetin like 2,0
Mus musculus,RP24-268A16.1,,,0
Mus musculus,T,protein coding gene,"brachyury, T-box transcription factor T",0
Mus musculus,ANP32-PS,,,0
Mus musculus,CAAA01154573.1,,,0
Mus musculus,RP23-142A9.2,,,0
Mus musculus,RP23-311B24.7,,,0
Mus musculus,RP23-342I1.1,,,0
Mus musculus,RP24-113B3.2,,,0
Mus musculus,RP24-370M23.1,,,0
Mus musculus,RP23-464J2.2,,,0
Mus musculus,WDR90,protein-coding gene,WD repeat domain 90,0
Mus musculus,RP23-112D14.4,,,0
Mus musculus,RP24-121J1.2,,,0
Mus musculus,RP24-158C2.1,,,0
Mus musculus,EPX,protein-coding gene,eosinophil peroxidase,0
Mus musculus,PRG3,protein-coding gene,"proteoglycan 3, pro eosinophil major basic protein 2",0
Mus musculus,AC162689.1,,,0
Mus musculus,BICDL1,protein-coding gene,BICD family like cargo adaptor 1,0
Mus musculus,GM21411,,"predicted gene, 21411",0
Mus musculus,GPR176,protein-coding gene,G protein-coupled receptor 176,0
Mus musculus,HESX1,protein-coding gene,HESX homeobox 1,0
Mus musculus,HHIPL1,protein-coding gene,HHIP like 1,0
Mus musculus,HORMAD2,protein-coding gene,HORMA domain containing 2,0
Mus musculus,PATL2,protein-coding gene,PAT1 homolog 2,0
Mus musculus,PLATR26,lincRNA gene,pluripotency associated transcript 26,0
Mus musculus,PTPRTOS,antisense lncRNA gene,"protein tyrosine phosphatase, receptor type T, opposite strand",0
Mus musculus,RP23-152O2.3,,,0
Mus musculus,RP23-162H3.1,,,0
Mus musculus,RP23-170G19.3,,,0
Mus musculus,RP23-17O9.2,,,0
Mus musculus,RP23-211M16.2,,,0
Mus musculus,RP23-276J7.2,,,0
Mus musculus,RP23-285N14.1,,,0
Mus musculus,RP23-344H4.4,,,0
Mus musculus,RP23-349B16.3,,,0
Mus musculus,RP23-364B23.1,,,0
Mus musculus,RP23-37J21.9,,,0
Mus musculus,RP23-401H23.3,,,0
Mus musculus,RP24-571N3.1,,,0
Mus musculus,RPS12-PS1,,,0
Mus musculus,SNORD38A,non-coding RNA,"small nucleolar RNA, C/D box 38A",0
Mus musculus,SRRM4OS,antisense lncRNA gene,"serine/arginine repetitive matrix 4, opposite strand",0
Mus musculus,SULT6B1,protein-coding gene,sulfotransferase family 6B member 1,0
Mus musculus,TNFRSF23,protein coding gene,"tumor necrosis factor receptor superfamily, member 23",0
Mus musculus,ZFP229,protein coding gene,zinc finger protein 229,0
Mus musculus,ZFP600,protein coding gene,zinc finger protein 600,0
Mus musculus,ZFP936,protein coding gene,zinc finger protein 936,0
Mus musculus,RP23-128M23.2,,,0
Mus musculus,RP23-342O10.1,,,0
Mus musculus,RP23-50E10.3,,,0
Mus musculus,RP23-50E10.5,,,0
Mus musculus,RP23-52J10.6,,,0
Mus musculus,RP24-229C13.1,,,0
Mus musculus,RP24-229C13.5,,,0
Mus musculus,RP24-532I24.2,,,0
Mus musculus,CCDC14,protein-coding gene,coiled-coil domain containing 14,0
Mus musculus,CEP152,protein-coding gene,centrosomal protein 152,0
Mus musculus,FOXN4,protein-coding gene,forkhead box N4,0
Mus musculus,RP23-234N16.5,,,0
Mus musculus,AC124992.1,,,0
Mus musculus,AC166710.3,,,0
Mus musculus,ALX3,protein-coding gene,ALX homeobox 3,0
Mus musculus,AOX2,protein coding gene,aldehyde oxidase 2,0
Mus musculus,ASCL3,protein-coding gene,achaete-scute family bHLH transcription factor 3,0
Mus musculus,BSND,protein-coding gene,barttin CLCNK type accessory beta subunit,0
Mus musculus,CLDN25-PS,,,0
Mus musculus,CYP2G1,protein coding gene,"cytochrome P450, family 2, subfamily g, polypeptide 1",0
Mus musculus,EBF4,protein-coding gene,early B cell factor 4,0
Mus musculus,FMO6,protein coding gene,flavin containing monooxygenase 6,0
Mus musculus,GADL1,protein-coding gene,glutamate decarboxylase like 1,0
Mus musculus,GK5,protein-coding gene,glycerol kinase 5,0
Mus musculus,GM17552,lincRNA gene,"predicted gene, 17552",0
Mus musculus,KRT72,protein-coding gene,keratin 72,0
Mus musculus,LTK,protein-coding gene,leukocyte receptor tyrosine kinase,0
Mus musculus,NRN1L,protein-coding gene,neuritin 1 like,0
Mus musculus,RP23-140P6.1,,,0
Mus musculus,RP23-200C3.5,,,0
Mus musculus,RP23-216O18.3,,,0
Mus musculus,RP23-268C22.3,,,0
Mus musculus,RP23-324J8.5,,,0
Mus musculus,RP23-399K8.5,,,0
Mus musculus,RP23-401J24.3,,,0
Mus musculus,RP23-42H18.1,,,0
Mus musculus,RP23-76J15.5,,,0
Mus musculus,RP23-76J15.6,,,0
Mus musculus,RP23-78F1.8,,,0
Mus musculus,RP23-82C19.2,,,0
Mus musculus,RP24-173L14.5,,,0
Mus musculus,RP24-285J23.2,,,0
Mus musculus,RP24-297C1.11,,,0
Mus musculus,RP24-346B15.3,,,0
Mus musculus,RP24-388K7.1,,,0
Mus musculus,RP24-390G17.2,,,0
Mus musculus,RP24-64B10.5,,,0
Mus musculus,S100Z,protein-coding gene,S100 calcium binding protein Z,0
Mus musculus,SDK1,protein-coding gene,sidekick cell adhesion molecule 1,0
Mus musculus,SULT1C1,protein coding gene,"sulfotransferase family, cytosolic, 1C, member 1",0
Mus musculus,RP24-142E6.5,,,0
Mus musculus,RP23-174O6.12,,,0
Mus musculus,RP23-174O6.1,,,0
Mus musculus,RP23-180C14.3,,,0
Mus musculus,RP23-437G18.4,,,0
Mus musculus,RP24-218K1.1,,,0
Mus musculus,RP24-228N8.1,,,0
Mus musculus,RP24-399H1.2,,,0
Mus musculus,ZSCAN4F,protein coding gene,zinc finger and SCAN domain containing 4F,0
Mus musculus,RP23-471B6.4,,,0
Mus musculus,CROCC2,protein-coding gene,"ciliary rootlet coiled-coil, rootletin family member 2",0
Mus musculus,HDAC8,protein-coding gene,histone deacetylase 8,0
Mus musculus,NPHP4,protein-coding gene,nephrocystin 4,0
Mus musculus,RHBDL3,protein-coding gene,rhomboid like 3,0
Mus musculus,RP24-286C21.1,,,0
Mus musculus,ZFP334,protein coding gene,zinc finger protein 334,0
Mus musculus,AC103620.4,,,0
Mus musculus,AC137513.1,,,0
Mus musculus,AMTN,protein-coding gene,amelotin,0
Mus musculus,CHST5,protein-coding gene,carbohydrate sulfotransferase 5,0
Mus musculus,DACH2,protein-coding gene,dachshund family transcription factor 2,0
Mus musculus,FAT4,protein-coding gene,FAT atypical cadherin 4,0
Mus musculus,FBXL7,protein-coding gene,F-box and leucine rich repeat protein 7,0
Mus musculus,FOXB1,protein-coding gene,forkhead box B1,0
Mus musculus,GM22063,snRNA gene,"predicted gene, 22063",0
Mus musculus,GM26860,lincRNA gene,"predicted gene, 26860",0
Mus musculus,KLHL30,protein-coding gene,kelch like family member 30,0
Mus musculus,RP23-315F3.4,,,0
Mus musculus,RP23-330O8.1,,,0
Mus musculus,RP23-340C13.9,,,0
Mus musculus,RP23-359F5.1,,,0
Mus musculus,RP23-376D8.3,,,0
Mus musculus,RP23-4P1.5,,,0
Mus musculus,RP23-71M14.1,,,0
Mus musculus,RP24-257J5.1,,,0
Mus musculus,RP24-396L14.1,,,0
Mus musculus,RP24-399B3.5,,,0
Mus musculus,RP24-409F22.2,,,0
Mus musculus,RP24-496C22.4,,,0
Mus musculus,RP24-496C22.5,,,0
Mus musculus,RP24-88B13.6,,,0
Mus musculus,SH3TC1,protein-coding gene,SH3 domain and tetratricopeptide repeats 1,0
Mus musculus,SKIDA1,protein-coding gene,SKI/DACH domain containing 1,0
Mus musculus,TMEM120B,protein-coding gene,transmembrane protein 120B,0
Mus musculus,WNT7A,protein-coding gene,Wnt family member 7A,0
Mus musculus,ZC3HAV1L,protein-coding gene,"zinc finger CCCH-type containing, antiviral 1 like",0
Mus musculus,ZPLD1,protein-coding gene,zona pellucida like domain containing 1,0
Mus musculus,RP23-328P5.2,,,0
Mus musculus,ASB11,protein-coding gene,ankyrin repeat and SOCS box containing 11,0
Mus musculus,CMYA5,protein-coding gene,cardiomyopathy associated 5,0
Mus musculus,FBXO40,protein-coding gene,F-box protein 40,0
Mus musculus,ITGB1BP2,protein-coding gene,integrin subunit beta 1 binding protein 2,0
Mus musculus,MYH7B,protein-coding gene,myosin heavy chain 7B,0
Mus musculus,MYO18B,protein-coding gene,myosin XVIIIB,0
Mus musculus,PERM1,protein-coding gene,"PPARGC1 and ESRR induced regulator, muscle 1",0
Mus musculus,RP23-93K3.8,,,0
Mus musculus,RP24-559D16.4,,,0
Mus musculus,GM26772,lincRNA gene,"predicted gene, 26772",0
Mus musculus,RP23-232N16.1,,,0
Mus musculus,RP24-284M17.2,,,0
Mus musculus,LPO,protein-coding gene,lactoperoxidase,0
Mus musculus,RP23-14P24.3,,,0
Mus musculus,RP23-428M4.4,,,0
Mus musculus,RP23-56P12.1,,,0
Mus musculus,RP24-243L17.1,,,0
Mus musculus,SH3TC2,protein-coding gene,SH3 domain and tetratricopeptide repeats 2,0
Mus musculus,SKINT1,protein coding gene,selection and upkeep of intraepithelial T cells 1,0
Mus musculus,A330094K24RIK,lincRNA gene,RIKEN cDNA A330094K24 gene,0
Mus musculus,AC113977.3,,,0
Mus musculus,AC115631.4,,,0
Mus musculus,AC158114.3,,,0
Mus musculus,ADAMTS13,protein-coding gene,ADAM metallopeptidase with thrombospondin type 1 motif 13,0
Mus musculus,BCAS3OS1,antisense lncRNA gene,"breast carcinoma amplified sequence 3, opposite strand 1",0
Mus musculus,CHRNA1OS,antisense lncRNA gene,"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle), opposite strand",0
Mus musculus,CHRNA9,protein-coding gene,cholinergic receptor nicotinic alpha 9 subunit,0
Mus musculus,CLRN1,protein-coding gene,clarin 1,0
Mus musculus,CPA6,protein-coding gene,carboxypeptidase A6,0
Mus musculus,D230017M19RIK,lincRNA gene,RIKEN cDNA D230017M19 gene,0
Mus musculus,DEFB25,protein coding gene,defensin beta 25,0
Mus musculus,DFNB59,,,0
Mus musculus,DISC1,protein-coding gene,DISC1 scaffold protein,0
Mus musculus,DYTN,protein-coding gene,dystrotelin,0
Mus musculus,EPYC,protein-coding gene,epiphycan,0
Mus musculus,ERCC6,protein-coding gene,"ERCC excision repair 6, chromatin remodeling factor",0
Mus musculus,ESPNL,protein-coding gene,espin like,0
Mus musculus,FAM160A1,protein-coding gene,family with sequence similarity 160 member A1,0
Mus musculus,FCRLB,protein-coding gene,Fc receptor like B,0
Mus musculus,FGF8,protein-coding gene,fibroblast growth factor 8,0
Mus musculus,FSCN2,protein-coding gene,"fascin actin-bundling protein 2, retinal",0
Mus musculus,GIPC3,protein-coding gene,GIPC PDZ domain containing family member 3,0
Mus musculus,GLDN,protein-coding gene,gliomedin,0
Mus musculus,GPR152,protein-coding gene,G protein-coupled receptor 152,0
Mus musculus,GPRIN2,protein-coding gene,G protein regulated inducer of neurite outgrowth 2,0
Mus musculus,GRXCR1,protein-coding gene,glutaredoxin and cysteine rich domain containing 1,0
Mus musculus,GRXCR2,protein-coding gene,glutaredoxin and cysteine rich domain containing 2,0
Mus musculus,HEATR5B,protein-coding gene,HEAT repeat containing 5B,0
Mus musculus,HLCS,protein-coding gene,holocarboxylase synthetase,0
Mus musculus,HPS5,protein-coding gene,"HPS5, biogenesis of lysosomal organelles complex 2 subunit 2",0
Mus musculus,KCNA10,protein-coding gene,potassium voltage-gated channel subfamily A member 10,0
Mus musculus,KCNH8,protein-coding gene,potassium voltage-gated channel subfamily H member 8,0
Mus musculus,KCNQ4,protein-coding gene,potassium voltage-gated channel subfamily Q member 4,0
Mus musculus,KNCN,protein-coding gene,kinocilin,0
Mus musculus,LCE6A,protein-coding gene,late cornified envelope 6A,0
Mus musculus,LIPO1,protein coding gene,"lipase, member O1",0
Mus musculus,LMLN,protein-coding gene,leishmanolysin like peptidase,0
Mus musculus,LNX2,protein-coding gene,ligand of numb-protein X 2,0
Mus musculus,MFSD8,protein-coding gene,major facilitator superfamily domain containing 8,0
Mus musculus,MYLK4,protein-coding gene,myosin light chain kinase family member 4,0
Mus musculus,MYO15,protein coding gene,myosin XV,0
Mus musculus,MYO3A,protein-coding gene,myosin IIIA,0
Mus musculus,OTOF,protein-coding gene,otoferlin,0
Mus musculus,OTOGL,protein-coding gene,otogelin like,0
Mus musculus,OTOS,protein-coding gene,otospiralin,0
Mus musculus,PFKFB2,protein-coding gene,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",0
Mus musculus,PPIP5K1,protein-coding gene,diphosphoinositol pentakisphosphate kinase 1,0
Mus musculus,PROB1,protein-coding gene,proline rich basic protein 1,0
Mus musculus,PRRT3,protein-coding gene,proline rich transmembrane protein 3,0
Mus musculus,PTPRQ,protein-coding gene,"protein tyrosine phosphatase, receptor type Q",0
Mus musculus,RAB19,protein-coding gene,"RAB19, member RAS oncogene family",0
Mus musculus,RGAG4,,,0
Mus musculus,RP23-124N16.6,,,0
Mus musculus,RP23-145J9.10,,,0
Mus musculus,RP23-148P22.2,,,0
Mus musculus,RP23-166O7.1,,,0
Mus musculus,RP23-169M5.1,,,0
Mus musculus,RP23-181A8.2,,,0
Mus musculus,RP23-210M6.5,,,0
Mus musculus,RP23-218G9.1,,,0
Mus musculus,RP23-238C13.2,,,0
Mus musculus,RP23-238C13.3,,,0
Mus musculus,RP23-243H19.2,,,0
Mus musculus,RP23-281F13.1,,,0
Mus musculus,RP23-333I5.2,,,0
Mus musculus,RP23-333I5.7,,,0
Mus musculus,RP23-349H12.3,,,0
Mus musculus,RP23-363K7.4,,,0
Mus musculus,RP23-363M4.1,,,0
Mus musculus,RP23-36D15.4,,,0
Mus musculus,RP23-383E9.1,,,0
Mus musculus,RP23-394F19.1,,,0
Mus musculus,RP23-444B8.2,,,0
Mus musculus,RP23-446B13.3,,,0
Mus musculus,RP23-446D4.8,,,0
Mus musculus,RP23-446N16.6,,,0
Mus musculus,RP23-449G13.1,,,0
Mus musculus,RP23-455J6.2,,,0
Mus musculus,RP23-458G12.2,,,0
Mus musculus,RP23-64J7.1,,,0
Mus musculus,RP23-89F9.2,,,0
Mus musculus,RP24-157G15.4,,,0
Mus musculus,RP24-227F14.1,,,0
Mus musculus,RP24-339P17.4,,,0
Mus musculus,RP24-346N18.1,,,0
Mus musculus,RP24-388D8.7,,,0
Mus musculus,RP24-487F9.4,,,0
Mus musculus,RP24-492C11.1,,,0
Mus musculus,RP24-83C9.5,,,0
Mus musculus,SH2D4B,protein-coding gene,SH2 domain containing 4B,0
Mus musculus,SLC26A5,protein-coding gene,solute carrier family 26 member 5,0
Mus musculus,SLC34A3,protein-coding gene,solute carrier family 34 member 3,0
Mus musculus,SNAPC4,protein-coding gene,small nuclear RNA activating complex polypeptide 4,0
Mus musculus,STRC,protein-coding gene,stereocilin,0
Mus musculus,TECTB,protein-coding gene,tectorin beta,0
Mus musculus,TFCP2,protein-coding gene,transcription factor CP2,0
Mus musculus,TLDC1,protein-coding gene,TBC/LysM-associated domain containing 1,0
Mus musculus,TMC1,protein-coding gene,transmembrane channel like 1,0
Mus musculus,TMPRSS3,protein-coding gene,transmembrane serine protease 3,0
Mus musculus,TMPRSS7,protein-coding gene,transmembrane serine protease 7,0
Mus musculus,TMPRSS9,protein-coding gene,transmembrane serine protease 9,0
Mus musculus,TOMT,protein coding gene,transmembrane O-methyltransferase,0
Mus musculus,ZBTB40,protein-coding gene,zinc finger and BTB domain containing 40,0
Mus musculus,ZFP276,protein coding gene,zinc finger protein (C2H2 type) 276,0
Mus musculus,IGLJ1,other,immunoglobulin lambda joining 1,0
Mus musculus,RP23-35I8.2,,,0
Mus musculus,RP23-465K20.6,,,0
Mus musculus,RP24-218K1.2,,,0
Mus musculus,FANCD2,protein-coding gene,FA complementation group D2,0
Mus musculus,KRT73,protein-coding gene,keratin 73,0
Mus musculus,RP23-167I12.10,,,0
Mus musculus,SSTR1,protein-coding gene,somatostatin receptor 1,0
Mus musculus,KLF14,protein-coding gene,Kruppel like factor 14,0
Mus musculus,RP23-356F8.1,,,0
Mus musculus,RP24-510G5.4,,,0
Mus musculus,URM1,protein-coding gene,ubiquitin related modifier 1,0
Mus musculus,UTY,protein-coding gene,"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked",0
Mus musculus,COL6A5,protein-coding gene,collagen type VI alpha 5 chain,0
Mus musculus,RP23-233O17.1,,,0
Mus musculus,SAP30BPOS,antisense lncRNA gene,"SAP30 binding protein, opposite strand",0
