Species,Official gene symbol,Product type,Product description,UI
Mus musculus,UBE2C,protein-coding gene,ubiquitin conjugating enzyme E2 C,0.002
Mus musculus,UBQLN2,protein-coding gene,ubiquilin 2,0.002
Mus musculus,UHRF1,protein-coding gene,ubiquitin like with PHD and ring finger domains 1,0.002
Mus musculus,GALNS,protein-coding gene,galactosamine (N-acetyl)-6-sulfatase,0.002
Mus musculus,GM6594,,,0.002
Mus musculus,DEPDC7,protein-coding gene,DEP domain containing 7,0.002
Mus musculus,GZF1,protein-coding gene,GDNF inducible zinc finger protein 1,0.002
Mus musculus,RNF219,protein-coding gene,ring finger protein 219,0.002
Mus musculus,SUSD5,protein-coding gene,sushi domain containing 5,0.002
Mus musculus,3110070M22RIK,,RIKEN cDNA 3110070M22 gene,0.002
Mus musculus,AC122248.4,,,0.002
Mus musculus,AC125319.1,,,0.002
Mus musculus,AC133502.2,,,0.002
Mus musculus,AC134827.3,,,0.002
Mus musculus,ACRV1,protein-coding gene,acrosomal vesicle protein 1,0.002
Mus musculus,ADAD1,protein-coding gene,adenosine deaminase domain containing 1,0.002
Mus musculus,ADAM18,protein-coding gene,ADAM metallopeptidase domain 18,0.002
Mus musculus,ADAM1B,pseudogene,ADAM metallopeptidase domain 1B (pseudogene),0.002
Mus musculus,AKAP3,protein-coding gene,A-kinase anchoring protein 3,0.002
Mus musculus,ALS2CR11,,,0.002
Mus musculus,ALS2CR12,protein-coding gene,amyotrophic lateral sclerosis 2 chromosome region 12,0.002
Mus musculus,AMHR2,protein-coding gene,anti-Mullerian hormone receptor type 2,0.002
Mus musculus,ANKRD7,protein-coding gene,ankyrin repeat domain 7,0.002
Mus musculus,ARMC12,protein-coding gene,armadillo repeat containing 12,0.002
Mus musculus,ARRDC5,protein-coding gene,arrestin domain containing 5,0.002
Mus musculus,ASB9,protein-coding gene,ankyrin repeat and SOCS box containing 9,0.002
Mus musculus,ATP1A4,protein-coding gene,ATPase Na+/K+ transporting subunit alpha 4,0.002
Mus musculus,ATP6V1E2,protein-coding gene,ATPase H+ transporting V1 subunit E2,0.002
Mus musculus,BEST1,protein-coding gene,bestrophin 1,0.002
Mus musculus,CATSPER2,protein-coding gene,cation channel sperm associated 2,0.002
Mus musculus,CCDC175,protein-coding gene,coiled-coil domain containing 175,0.002
Mus musculus,CCDC38,protein-coding gene,coiled-coil domain containing 38,0.002
Mus musculus,CCDC42,protein-coding gene,coiled-coil domain containing 42,0.002
Mus musculus,CCDC63,protein-coding gene,coiled-coil domain containing 63,0.002
Mus musculus,CCDC7B,protein coding gene,coiled-coil domain containing 7B,0.002
Mus musculus,CCDC83,protein-coding gene,coiled-coil domain containing 83,0.002
Mus musculus,CD55B,protein coding gene,"CD55 molecule, decay accelerating factor for complement B",0.002
Mus musculus,CD96,protein-coding gene,CD96 molecule,0.002
Mus musculus,CEP72,protein-coding gene,centrosomal protein 72,0.002
Mus musculus,CH36-500J15.2,,,0.002
Mus musculus,CHRNE,protein-coding gene,cholinergic receptor nicotinic epsilon subunit,0.002
Mus musculus,CSNKA2IP,protein-coding gene,casein kinase 2 subunit alpha' interacting protein,0.002
Mus musculus,CSTL1,protein-coding gene,cystatin like 1,0.002
Mus musculus,CTDP1,protein-coding gene,CTD phosphatase subunit 1,0.002
Mus musculus,CYLC2,protein-coding gene,cylicin 2,0.002
Mus musculus,CYPT3,protein coding gene,cysteine-rich perinuclear theca 3,0.002
Mus musculus,DDI1,protein-coding gene,DNA damage inducible 1 homolog 1,0.002
Mus musculus,DNAJB7,protein-coding gene,DnaJ heat shock protein family (Hsp40) member B7,0.002
Mus musculus,DNAJC5G,protein-coding gene,DnaJ heat shock protein family (Hsp40) member C5 gamma,0.002
Mus musculus,DSCC1,protein-coding gene,DNA replication and sister chromatid cohesion 1,0.002
Mus musculus,DSG1A,protein coding gene,desmoglein 1 alpha,0.002
Mus musculus,EFCAB6,protein-coding gene,EF-hand calcium binding domain 6,0.002
Mus musculus,EFHC1,protein-coding gene,EF-hand domain containing 1,0.002
Mus musculus,ETNK2,protein-coding gene,ethanolamine kinase 2,0.002
Mus musculus,FABP12,protein-coding gene,fatty acid binding protein 12,0.002
Mus musculus,FAM166A,protein-coding gene,family with sequence similarity 166 member A,0.002
Mus musculus,FAM221B,protein-coding gene,family with sequence similarity 221 member B,0.002
Mus musculus,FAM71F1,protein-coding gene,family with sequence similarity 71 member F1,0.002
Mus musculus,FAM71F2,protein-coding gene,family with sequence similarity 71 member F2,0.002
Mus musculus,FAM78A,protein-coding gene,family with sequence similarity 78 member A,0.002
Mus musculus,FBXW10,protein-coding gene,F-box and WD repeat domain containing 10,0.002
Mus musculus,FRS3OS,antisense lncRNA gene,"fibroblast growth factor receptor substrate 3, opposite strand",0.002
Mus musculus,FSIP1,protein-coding gene,fibrous sheath interacting protein 1,0.002
Mus musculus,GGN,protein-coding gene,gametogenetin,0.002
Mus musculus,GLIPR1L1,protein-coding gene,GLIPR1 like 1,0.002
Mus musculus,GPR160,protein-coding gene,G protein-coupled receptor 160,0.002
Mus musculus,GRK4,protein-coding gene,G protein-coupled receptor kinase 4,0.002
Mus musculus,HDGFL1,protein-coding gene,HDGF like 1,0.002
Mus musculus,HSD17B3,protein-coding gene,hydroxysteroid 17-beta dehydrogenase 3,0.002
Mus musculus,HYPM,protein-coding gene,huntingtin interacting protein M,0.002
Mus musculus,IDI1,protein-coding gene,isopentenyl-diphosphate delta isomerase 1,0.002
Mus musculus,IFITM7,protein coding gene,interferon induced transmembrane protein 7,0.002
Mus musculus,IQCF5,protein-coding gene,IQ motif containing F5,0.002
Mus musculus,IZUMO3,protein-coding gene,IZUMO family member 3,0.002
Mus musculus,KATNAL2,protein-coding gene,katanin catalytic subunit A1 like 2,0.002
Mus musculus,KRT88,protein coding gene,keratin 88,0.002
Mus musculus,LPCAT2B,protein coding gene,lysophosphatidylcholine acyltransferase 2B,0.002
Mus musculus,LRRC6,protein-coding gene,leucine rich repeat containing 6,0.002
Mus musculus,LRRIQ3,protein-coding gene,leucine rich repeats and IQ motif containing 3,0.002
Mus musculus,LYRM7,protein-coding gene,LYR motif containing 7,0.002
Mus musculus,LYZL1,protein-coding gene,lysozyme like 1,0.002
Mus musculus,LYZL6,protein-coding gene,lysozyme like 6,0.002
Mus musculus,MBD3L1,protein-coding gene,methyl-CpG binding domain protein 3 like 1,0.002
Mus musculus,MDH1B,protein-coding gene,malate dehydrogenase 1B,0.002
Mus musculus,MOCS3,protein-coding gene,molybdenum cofactor synthesis 3,0.002
Mus musculus,MOSPD4,,,0.002
Mus musculus,MRAP,protein-coding gene,melanocortin 2 receptor accessory protein,0.002
Mus musculus,MROH4,protein coding gene,maestro heat-like repeat family member 4,0.002
Mus musculus,MSL3L2,protein coding gene,MSL3 like 2,0.002
Mus musculus,NAT6,,,0.002
Mus musculus,OAZ3,protein-coding gene,ornithine decarboxylase antizyme 3,0.002
Mus musculus,ODF1,protein-coding gene,outer dense fiber of sperm tails 1,0.002
Mus musculus,ODF3,protein-coding gene,outer dense fiber of sperm tails 3,0.002
Mus musculus,OVOL2,protein-coding gene,ovo like zinc finger 2,0.002
Mus musculus,PLCZ1,protein-coding gene,phospholipase C zeta 1,0.002
Mus musculus,PMFBP1,protein-coding gene,polyamine modulated factor 1 binding protein 1,0.002
Mus musculus,PMIS2,protein-coding gene,"PMIS2, transmembrane protein",0.002
Mus musculus,POM121L12,protein-coding gene,POM121 transmembrane nucleoporin like 12,0.002
Mus musculus,PPP1R42,protein-coding gene,protein phosphatase 1 regulatory subunit 42,0.002
Mus musculus,PRKG1,protein-coding gene,protein kinase cGMP-dependent 1,0.002
Mus musculus,PRR22,protein-coding gene,proline rich 22,0.002
Mus musculus,PRR30,protein-coding gene,proline rich 30,0.002
Mus musculus,PRSS46,protein coding gene,"protease, serine 46",0.002
Mus musculus,PUDP,protein-coding gene,pseudouridine 5'-phosphatase,0.002
Mus musculus,RBL2,protein-coding gene,RB transcriptional corepressor like 2,0.002
Mus musculus,RFFL,protein-coding gene,ring finger and FYVE like domain containing E3 ubiquitin protein ligase,0.002
Mus musculus,RNF133,protein-coding gene,ring finger protein 133,0.002
Mus musculus,RNLS,protein-coding gene,"renalase, FAD dependent amine oxidase",0.002
Mus musculus,RP23-111F7.1,,,0.002
Mus musculus,RP23-116G17.1,,,0.002
Mus musculus,RP23-128G5.3,,,0.002
Mus musculus,RP23-12I24.9,,,0.002
Mus musculus,RP23-132H1.4,,,0.002
Mus musculus,RP23-132K20.4,,,0.002
Mus musculus,RP23-145N4.1,,,0.002
Mus musculus,RP23-168H19.1,,,0.002
Mus musculus,RP23-188K3.4,,,0.002
Mus musculus,RP23-18G1.2,,,0.002
Mus musculus,RP23-191C24.1,,,0.002
Mus musculus,RP23-200C3.3,,,0.002
Mus musculus,RP23-211F22.1,,,0.002
Mus musculus,RP23-21A16.3,,,0.002
Mus musculus,RP23-230C2.4,,,0.002
Mus musculus,RP23-250K15.2,,,0.002
Mus musculus,RP23-252B13.1,,,0.002
Mus musculus,RP23-258N15.1,,,0.002
Mus musculus,RP23-283M18.2,,,0.002
Mus musculus,RP23-289F7.1,,,0.002
Mus musculus,RP23-293N23.3,,,0.002
Mus musculus,RP23-2D23.2,,,0.002
Mus musculus,RP23-302N11.2,,,0.002
Mus musculus,RP23-304D5.1,,,0.002
Mus musculus,RP23-321M9.3,,,0.002
Mus musculus,RP23-338O19.3,,,0.002
Mus musculus,RP23-35I8.10,,,0.002
Mus musculus,RP23-379L17.3,,,0.002
Mus musculus,RP23-386E10.4,,,0.002
Mus musculus,RP23-397A19.1,,,0.002
Mus musculus,RP23-398F7.4,,,0.002
Mus musculus,RP23-402F16.1,,,0.002
Mus musculus,RP23-404O10.2,,,0.002
Mus musculus,RP23-407I21.4,,,0.002
Mus musculus,RP23-418L18.1,,,0.002
Mus musculus,RP23-418L5.1,,,0.002
Mus musculus,RP23-448A11.15,,,0.002
Mus musculus,RP23-47A6.2,,,0.002
Mus musculus,RP23-49M18.5,,,0.002
Mus musculus,RP23-4H17.1,,,0.002
Mus musculus,RP23-50I16.2,,,0.002
Mus musculus,RP23-60K23.12,,,0.002
Mus musculus,RP23-73K21.6,,,0.002
Mus musculus,RP23-74P12.1,,,0.002
Mus musculus,RP23-78N8.1,,,0.002
Mus musculus,RP23-79J15.2,,,0.002
Mus musculus,RP23-79J15.4,,,0.002
Mus musculus,RP23-92G13.3,,,0.002
Mus musculus,RP24-105O7.1,,,0.002
Mus musculus,RP24-155O13.4,,,0.002
Mus musculus,RP24-174O2.5,,,0.002
Mus musculus,RP24-201N16.3,,,0.002
Mus musculus,RP24-247J24.1,,,0.002
Mus musculus,RP24-374M24.1,,,0.002
Mus musculus,RP24-423G4.3,,,0.002
Mus musculus,RP24-450M24.3,,,0.002
Mus musculus,RP24-457B22.1,,,0.002
Mus musculus,RP24-476C7.1,,,0.002
Mus musculus,RP24-535L6.1,,,0.002
Mus musculus,RP24-543J12.1,,,0.002
Mus musculus,RP24-553E23.3,,,0.002
Mus musculus,RP24-75N6.3,,,0.002
Mus musculus,RP24-92M6.1,,,0.002
Mus musculus,RSPH6A,protein-coding gene,radial spoke head 6 homolog A,0.002
Mus musculus,SHCBP1L,protein-coding gene,SHC binding and spindle associated 1 like,0.002
Mus musculus,SMCO2,protein-coding gene,single-pass membrane protein with coiled-coil domains 2,0.002
Mus musculus,SMPD5,other,sphingomyelin phosphodiesterase 5,0.002
Mus musculus,SPACA1,protein-coding gene,sperm acrosome associated 1,0.002
Mus musculus,SPACA4,protein-coding gene,sperm acrosome associated 4,0.002
Mus musculus,SPACA7,protein-coding gene,sperm acrosome associated 7,0.002
Mus musculus,SPATA1,protein-coding gene,spermatogenesis associated 1,0.002
Mus musculus,SPATC1L,protein-coding gene,spermatogenesis and centriole associated 1 like,0.002
Mus musculus,SPDYA,protein-coding gene,speedy/RINGO cell cycle regulator family member A,0.002
Mus musculus,SPEM1,protein-coding gene,spermatid maturation 1,0.002
Mus musculus,SPESP1,protein-coding gene,sperm equatorial segment protein 1,0.002
Mus musculus,SPPL2C,protein-coding gene,signal peptide peptidase like 2C,0.002
Mus musculus,STAT4,protein-coding gene,signal transducer and activator of transcription 4,0.002
Mus musculus,SUN3,protein-coding gene,Sad1 and UNC84 domain containing 3,0.002
Mus musculus,TBC1D21,protein-coding gene,TBC1 domain family member 21,0.002
Mus musculus,TEKT3,protein-coding gene,tektin 3,0.002
Mus musculus,TEX21,protein coding gene,testis expressed gene 21,0.002
Mus musculus,TEX29,protein-coding gene,testis expressed 29,0.002
Mus musculus,TEX36,protein-coding gene,testis expressed 36,0.002
Mus musculus,TEX37,protein-coding gene,testis expressed 37,0.002
Mus musculus,THEG,protein-coding gene,theg spermatid protein,0.002
Mus musculus,THEGL,protein-coding gene,theg spermatid protein like,0.002
Mus musculus,TMC7,protein-coding gene,transmembrane channel like 7,0.002
Mus musculus,TMEM190,protein-coding gene,transmembrane protein 190,0.002
Mus musculus,TMEM194,,,0.002
Mus musculus,TMEM210,protein-coding gene,transmembrane protein 210,0.002
Mus musculus,TMEM225,protein-coding gene,transmembrane protein 225,0.002
Mus musculus,TMIGD3,protein-coding gene,transmembrane and immunoglobulin domain containing 3,0.002
Mus musculus,TOMM20L,protein-coding gene,translocase of outer mitochondrial membrane 20 like,0.002
Mus musculus,TRIM17,protein-coding gene,tripartite motif containing 17,0.002
Mus musculus,TRIM69,protein-coding gene,tripartite motif containing 69,0.002
Mus musculus,TTC23L,protein-coding gene,tetratricopeptide repeat domain 23 like,0.002
Mus musculus,TTC30A2,protein coding gene,tetratricopeptide repeat domain 30A2,0.002
Mus musculus,TTLL10,protein-coding gene,tubulin tyrosine ligase like 10,0.002
Mus musculus,TTLL9,protein-coding gene,tubulin tyrosine ligase like 9,0.002
Mus musculus,TXNDC2,protein-coding gene,thioredoxin domain containing 2,0.002
Mus musculus,VSIG1,protein-coding gene,V-set and immunoglobulin domain containing 1,0.002
Mus musculus,WBSCR28,,,0.002
Mus musculus,WDR20RT,protein coding gene,"WD repeat domain 20, retrogene",0.002
Mus musculus,WDR53,protein-coding gene,WD repeat domain 53,0.002
Mus musculus,ZDHHC25,protein coding gene,"zinc finger, DHHC domain containing 25",0.002
Mus musculus,ZFP780B,protein coding gene,zinc finger protein 780B,0.002
Mus musculus,AC152164.1,,,0.002
Mus musculus,AC152164.3,,,0.002
Mus musculus,CAPN15,protein-coding gene,calpain 15,0.002
Mus musculus,DCT,protein-coding gene,dopachrome tautomerase,0.002
Mus musculus,GM6133,,,0.002
Mus musculus,GTPBP1,protein-coding gene,GTP binding protein 1,0.002
Mus musculus,OLFML1,protein-coding gene,olfactomedin like 1,0.002
Mus musculus,PREPL,protein-coding gene,prolyl endopeptidase like,0.002
Mus musculus,RP23-178N17.2,,,0.002
Mus musculus,RP23-186A19.2,,,0.002
Mus musculus,RP23-478A9.6,,,0.002
Mus musculus,RP24-325G24.1,,,0.002
Mus musculus,RP24-84E11.1,,,0.002
Mus musculus,RPTOR,protein-coding gene,regulatory associated protein of MTOR complex 1,0.002
Mus musculus,SCYL2,protein-coding gene,SCY1 like pseudokinase 2,0.002
Mus musculus,TMEM87A,protein-coding gene,transmembrane protein 87A,0.002
Mus musculus,ADGRG2,protein-coding gene,adhesion G protein-coupled receptor G2,0.002
Mus musculus,GRHL3,protein-coding gene,grainyhead like transcription factor 3,0.002
Mus musculus,KANSL1L,protein-coding gene,KAT8 regulatory NSL complex subunit 1 like,0.002
Mus musculus,KIF13B,protein-coding gene,kinesin family member 13B,0.002
Mus musculus,SPDL1,protein-coding gene,spindle apparatus coiled-coil protein 1,0.002
Mus musculus,AIFM2,protein-coding gene,"apoptosis inducing factor, mitochondria associated 2",0.002
Mus musculus,ARHGEF10L,protein-coding gene,Rho guanine nucleotide exchange factor 10 like,0.002
Mus musculus,CWF19L2,protein-coding gene,"CWF19 like 2, cell cycle control (S. pombe)",0.002
Mus musculus,GAB2,protein-coding gene,GRB2 associated binding protein 2,0.002
Mus musculus,LGR6,protein-coding gene,leucine rich repeat containing G protein-coupled receptor 6,0.002
Mus musculus,MRVI1,protein-coding gene,murine retrovirus integration site 1 homolog,0.002
Mus musculus,OPLAH,protein-coding gene,"5-oxoprolinase, ATP-hydrolysing",0.002
Mus musculus,ZFP524,protein coding gene,zinc finger protein 524,0.002
Mus musculus,RP23-9D24.2,,,0.002
Mus musculus,RP24-548P4.1,,,0.002
Mus musculus,RPL30-PS1,,,0.002
Mus musculus,RPL35A-PS4,,,0.002
Mus musculus,RP23-230D17.2,,,0.002
Mus musculus,AC123837.1,,,0.002
Mus musculus,ACOT8,protein-coding gene,acyl-CoA thioesterase 8,0.002
Mus musculus,ACR,protein-coding gene,acrosin,0.002
Mus musculus,ADTRP,protein-coding gene,androgen dependent TFPI regulating protein,0.002
Mus musculus,ANKRD27,protein-coding gene,ankyrin repeat domain 27,0.002
Mus musculus,ATP9B,protein-coding gene,ATPase phospholipid transporting 9B (putative),0.002
Mus musculus,BBS5,protein-coding gene,Bardet-Biedl syndrome 5,0.002
Mus musculus,BOLL,protein-coding gene,"boule homolog, RNA binding protein",0.002
Mus musculus,BTBD16,protein-coding gene,BTB domain containing 16,0.002
Mus musculus,C2CD2,protein-coding gene,C2 calcium dependent domain containing 2,0.002
Mus musculus,CATSPERD,protein-coding gene,cation channel sperm associated auxiliary subunit delta,0.002
Mus musculus,CCDC103,protein-coding gene,coiled-coil domain containing 103,0.002
Mus musculus,CCDC130,protein-coding gene,coiled-coil domain containing 130,0.002
Mus musculus,CEACAM2,protein coding gene,carcinoembryonic antigen-related cell adhesion molecule 2,0.002
Mus musculus,CEMIP,protein-coding gene,cell migration inducing hyaluronidase 1,0.002
Mus musculus,CFAP57,protein-coding gene,cilia and flagella associated protein 57,0.002
Mus musculus,CHAF1A,protein-coding gene,chromatin assembly factor 1 subunit A,0.002
Mus musculus,CST9,protein-coding gene,cystatin 9,0.002
Mus musculus,CUTC,protein-coding gene,cutC copper transporter,0.002
Mus musculus,DDIAS,protein-coding gene,DNA damage induced apoptosis suppressor,0.002
Mus musculus,DDX19B,protein-coding gene,DEAD-box helicase 19B,0.002
Mus musculus,DIS3L,protein-coding gene,DIS3 like exosome 3'-5' exoribonuclease,0.002
Mus musculus,DNAH1,protein-coding gene,dynein axonemal heavy chain 1,0.002
Mus musculus,DNAH8,protein-coding gene,dynein axonemal heavy chain 8,0.002
Mus musculus,DYRK1B,protein-coding gene,dual specificity tyrosine phosphorylation regulated kinase 1B,0.002
Mus musculus,EPS8L3,protein-coding gene,EPS8 like 3,0.002
Mus musculus,FAM46B,,,0.002
Mus musculus,FAM50B,protein-coding gene,family with sequence similarity 50 member B,0.002
Mus musculus,FANCL,protein-coding gene,FA complementation group L,0.002
Mus musculus,FSIP2,protein-coding gene,fibrous sheath interacting protein 2,0.002
Mus musculus,GIN1,protein-coding gene,gypsy retrotransposon integrase 1,0.002
Mus musculus,GM10840,protein coding gene,predicted gene 10840,0.002
Mus musculus,GPATCH2,protein-coding gene,G-patch domain containing 2,0.002
